Lyriothemis flava	species	Libellulidae
Fusarium sp. E033	species	Nectriaceae
Pyropia tenera	species	Bangiaceae
Alstroemeria plantaginea	species	Alstroemeriaceae
Rhynchelmis utahensis	species	Lumbriculidae
Combretum mkuzense	species	Combretaceae
Polygala galapageia	species	Polygalaceae
Curvularia ovariicola	species	Pleosporaceae
Stylodrilus	genus	Lumbriculidae
Codonanthe mattos-silvae	species	Gesneriaceae
Nothobartsia asperrima	species	Orobanchaceae
Pyrodinium	genus	Goniodomataceae
Veronica barkerii	species	Plantaginaceae
Trifolium beckwithii	species	Fabaceae
Biomphalaria cf. choanomphala	species	Planorbidae
Euphorbia bracteata	species	Euphorbiaceae
Campanulaceae	family	Campanulaceae
Myrcia bracteata	species	Myrtaceae
Plagiochila amicta	species	Plagiochilaceae
Enyaliopsis ephippiatus	species	Tettigoniidae
Cucumis variabilis	species	Cucurbitaceae
Neopaxillus echinospermus	species	Paxillaceae
Chloromonas sp. CCCryo273-06	species	Chlamydomonadaceae
Rhizopus sp. LN0006	species	Rhizopodaceae
Cymopterus gilmanii	species	Apiaceae
Stereopsis	genus	Stereopsidaceae
Ophiopogon amblyphyllus	species	Asparagaceae
Aconitum pulchellum	species	Ranunculaceae
Acacia costata	species	Fabaceae
Hildenbrandia rivularis	species	Hildenbrandiaceae
Penicillium sp. B1-35	species	Aspergillaceae
Tramea lacerata	species	Libellulidae
Diphyllobothriidae	family	Diphyllobothriidae
Rhizopogon nitidus	species	Rhizopogonaceae
Macrolobium	genus	Fabaceae
Peridinium willei	species	Peridiniaceae
Ostreopsis cf. ovata T170	species	Ostreopsidaceae
Sitophilus	genus	Curculionidae
Phloeophila pleurothallopsis	species	Orchidaceae
Narcissus alcaracensis	species	Amaryllidaceae
Anoectochilus sp. GX	species	Orchidaceae
Dendrobium lohohense	species	Orchidaceae
Ozothamnus alpinus	species	Asteraceae
Metarhizium lepidiotae	species	Clavicipitaceae
Budhanggurabania	genus	Magnaporthaceae
Swietenia macrophylla	species	Meliaceae
Cephalopentandra ecirrhosa	species	Cucurbitaceae
Neurospora sitophila	species	Sordariaceae
Camellia semiserrata	species	Theaceae
Maxillaria densifolia	species	Orchidaceae
Ramularia veronicicola	species	Mycosphaerellaceae
Oxalis haedulipes	species	Oxalidaceae
Teucrium royleanum	species	Lamiaceae
Ganoderma mutabile	species	Ganodermataceae
Calceolaria sericea	species	Calceolariaceae
Alternaria cassiae	species	Pleosporaceae
Knautia carinthiaca	species	Caprifoliaceae
Paepalanthus bifidus	species	Eriocaulaceae
Monascus	genus	Aspergillaceae
Exophiala jeanselmei	species	Herpotrichiellaceae
Trifolium haydenii	species	Fabaceae
Penicillium discolor	species	Aspergillaceae
Piromyces sp. PGL01	species	Neocallimastigaceae
Ascovirgaria	genus	Xylariaceae
Linaria loeselii	species	Plantaginaceae
Halimeda fragilis	species	Halimedaceae
Inocybe sp. PBM2203	species	Inocybaceae
Brachionus plicatilis complex sp. BUL05	species	Brachionidae
Specklinia barbae	species	Orchidaceae
Campanula petraea	species	Campanulaceae
Puccinia coronati-hordei	species	Pucciniaceae
Apoikiospumella mondseeiensis	species	Apoikiaceae
Brachionus plicatilis complex sp. BUL03	species	Brachionidae
Xanthomyrtus montivaga	species	Myrtaceae
Craterocapsa congesta	species	Campanulaceae
Scaevola nitida	species	Goodeniaceae
Gurania acuminata	species	Cucurbitaceae
Rubus parvifolius	species	Rosaceae
Vacuolaria	genus	Vacuolariaceae
Ficus tequendamae	species	Moraceae
Rhizoctonia sp. 62B	species	Ceratobasidiaceae
Colletotrichum sp. SOLS-GS003	species	Glomerellaceae
Wickerhamomyces orientalis	species	Phaffomycetaceae
Piptatherum flaccidum	species	Poaceae
Cyrtolejeunea holostipa	species	Lejeuneaceae
Cercosporella virgaureae	species	Mycosphaerellaceae
Triparticalcar sp. JEL 560	species	Spizellomycetaceae
Ptilagrostis porteri	species	Poaceae
Ophiostoma cf. bicolor 87aPRJ	species	Ophiostomataceae
Oxalis morenoensis	species	Oxalidaceae
Deschampsia kingii	species	Poaceae
Quercus buckleyi	species	Fagaceae
Fuscopannaria pacifica	species	Pannariaceae
Entodontaceae	family	Entodontaceae
Setophoma vernoniae	species	Phaeosphaeriaceae
Huntiella bhutanensis	species	Ceratocystidaceae
Diaporthe cf. phaseolorum 92C	species	Diaporthaceae
Penicillium javanicum	species	Aspergillaceae
Printzina sp. DS14	species	Trentepohliaceae
Punctelia	genus	Parmeliaceae
Printzina sp. DS13	species	Trentepohliaceae
Chrysopogon perlaxus	species	Poaceae
Printzina sp. DS11	species	Trentepohliaceae
Melampodium longifolium	species	Asteraceae
Weberbauera	genus	Brassicaceae
Puccinia calystegiae-soldanellae	species	Pucciniaceae
Oxera sp. 'Tchamba'	species	Lamiaceae
Symbiodinium sp. 1275	species	Symbiodiniaceae
Astragalus monticola	species	Fabaceae
Phyllosticta carissicola	species	Phyllostictaceae
Gonatocerus	genus	Mymaridae
Amylocorticium subsulphureum	species	Amylocorticiaceae
Exocarpos sparteus	species	Santalaceae
Peucedanum sulcatum	species	Apiaceae
Homalothecium californicum	species	Brachytheciaceae
Beilschmiedia	genus	Lauraceae
Cryptosepalum tetraphyllum	species	Fabaceae
Caryodaphnopsis	genus	Lauraceae
Craterellus indicus	species	Cantharellaceae
Coccinia sp. 06nia535	species	Cucurbitaceae
Halimeda heteromorpha	species	Halimedaceae
Avenula	genus	Poaceae
Paracercomonas sp. Panama89	species	Cercomonadidae
Rhododendron praetervisum	species	Ericaceae
Beaufortia	genus	Myrtaceae
Veronica chamaedrys	species	Plantaginaceae
Senecio aegyptius	species	Asteraceae
Lyperia tristis	species	Scrophulariaceae
Bosistoa	genus	Rutaceae
Lactarius fumosibrunneus	species	Russulaceae
Phalaenopsis equestris	species	Orchidaceae
Scytinostroma sp. 2 LR-2015	species	Lachnocladiaceae
Filicium thouarsianum	species	Sapindaceae
Canavalia altipendula	species	Fabaceae
Gastrocotyle macedonica	species	Boraginaceae
Colletotrichum graminicola	species	Glomerellaceae
Venturia minuta	species	Venturiaceae
Pestalotiopsis crassiuscula	species	Sporocadaceae
Truncospora arizonica	species	Polyporaceae
Ocyropsis	genus	Ocyropsidae
Hypnobartlettia	genus	Amblystegiaceae
Candida hyderabadensis	species	Debaryomycetaceae
Ameghinoa	genus	Asteraceae
Palaua weberbaueri	species	Malvaceae
Razafimandimbisonia	genus	Rubiaceae
Parmeliella triptophylla	species	Pannariaceae
Euphorbia mandravioky	species	Euphorbiaceae
Pyropia nitida	species	Bangiaceae
Preussia sp. CCF3831	species	Sporormiaceae
Leucobryum bowringii	species	Leucobryaceae
Aspergillus movilensis	species	Aspergillaceae
Tricholoma magnivelare	species	Tricholomataceae
Maxillariella variabilis	species	Orchidaceae
Pharus	genus	Poaceae
Lophomyrtus bullata	species	Myrtaceae
Ferula rubroarenosa	species	Apiaceae
Kingiodendron	genus	Fabaceae
Heterosigma	genus	Chattonellaceae
Orbilia sp. HOB-2014	species	Orbiliaceae
Alternaria sp. GA-F4	species	Pleosporaceae
Myosotis mooreana	species	Boraginaceae
Chlorocyphidae	family	Chlorocyphidae
Psorophorus fuegiensis	species	Pannariaceae
Allium truncatum	species	Amaryllidaceae
Aciachne	genus	Poaceae
Knautia calycina	species	Caprifoliaceae
Fucus vesiculosus	species	Fucaceae
Atriplex hortensis	species	Chenopodiaceae
Limnanthes macounii	species	Limnanthaceae
Zornia	genus	Fabaceae
Epilobocera	genus	Pseudothelphusidae
Tiquilia gossypina	species	Ehretiaceae
Monotropsis reynoldsiae	species	Ericaceae
Paratylenchus minutus	species	Tylenchulidae
Muhlenbergia flavida	species	Poaceae
Eryngium ciliatum	species	Apiaceae
Micractinium sp. TvB	species	Chlorellaceae
Liriomyza trifolii	species	Agromyzidae
Marasmius sp. NC-8332	species	Marasmiaceae
Amanita sp. AD-C55035	species	Amanitaceae
Phyteuma serratum	species	Campanulaceae
Protubera canescens	species	Phallaceae
Russula subtilis	species	Russulaceae
Fulvifomes sp. SP-2012b	species	Hymenochaetaceae
Fulvifomes sp. SP-2012a	species	Hymenochaetaceae
Colletotrichum destructivum	species	Glomerellaceae
Begonia ravenii	species	Begoniaceae
Sisyrinchium convolutum	species	Iridaceae
Calceolaria polyrrhiza	species	Calceolariaceae
Erysiphe betae	species	Erysiphaceae
Sarcopilea	genus	Urticaceae
Craterocapsa tarsodes	species	Campanulaceae
Scaphosepalum	genus	Orchidaceae
Curio repens	species	Asteraceae
Hormathophylla	genus	Brassicaceae
Chaptalia tomentosa	species	Asteraceae
Senecio landbeckii	species	Asteraceae
Paraboea	genus	Gesneriaceae
Aponogetonaceae	family	Aponogetonaceae
Pluteus xylophilus	species	Pluteaceae
Cortinarius orichalceus	species	Cortinariaceae
Mammillaria camptotricha	species	Cactaceae
Colletogloeopsis sp. CPC 13675	species	Mycosphaerellaceae
Grammosciadium	genus	Apiaceae
Celastrus hypoleucus	species	Celastraceae
Teichosporaceae	family	Teichosporaceae
Choanephora infundibulifera	species	Choanephoraceae
Miamiensis	genus	Philasteridae
Scleropodium touretii	species	Brachytheciaceae
Aspergillus astellatus	species	Aspergillaceae
Fusarium sp. FIESC_16a	species	Nectriaceae
Petasites albus	species	Asteraceae
Tetraselmis	genus	Chlorodendraceae
Prioria buchholzii	species	Fabaceae
Otostrongylus circumlitus	species	Crenosomatidae
Melocarpum robecchii	species	Zygophyllaceae
Polyporus arcularius	species	Polyporaceae
Crassicutis	genus	Apocreadiidae
Liatris microcephala	species	Asteraceae
Cayaponia africana	species	Cucurbitaceae
Distichophyllum crispulum	species	Daltoniaceae
Cortinarius norrlandicus	species	Cortinariaceae
Bipolaris sorokiniana	species	Pleosporaceae
Neopatersonia	genus	Hyacinthaceae
Ampelomyces sp. LK-2012a	species	Leptosphaeriaceae
Cineraria erodioides	species	Asteraceae
Toxicocladosporium strelitziae	species	Cladosporiaceae
Veronica dieffenbachii	species	Plantaginaceae
Fernandezia cuencae	species	Orchidaceae
Cardamine majovskii	species	Brassicaceae
Rhizoplaca melanophthalma	species	Lecanoraceae
Coffea sp. IRD-Montpelier OC 56	species	Rubiaceae
Clausilocolidae	family	Clausilocolidae
Spumella lacusvadosi	species	Chromulinaceae
Cytospora translucens	species	Valsaceae
Helicoma dennisii	species	Tubeufiaceae
Scenedesmus sp. HP1-22-8	species	Scenedesmaceae
Massarinaceae	family	Massarinaceae
Draba fladnizensis	species	Brassicaceae
Chloridium virescens	species	Chaetosphaeriaceae
Asplenium x adulterinum	species	Aspleniaceae
Primula helodoxa	species	Primulaceae
Scirtothrips aurantii	species	Thripidae
Batemannia lepida	species	Orchidaceae
Ceratolejeunea	genus	Lejeuneaceae
Sieboldius albardae	species	Gomphidae
Arcidae	family	Arcidae
Mastocarpus californianus	species	Phyllophoraceae
Microtis aff. angusii MA05	species	Orchidaceae
Phyllosticta owaniana	species	Phyllostictaceae
Coprinellus bisporiger	species	Psathyrellaceae
Microtis aff. angusii MA03	species	Orchidaceae
Elymus elytrigioides	species	Poaceae
Ramularia glechomatis	species	Mycosphaerellaceae
Bonatea antennifera	species	Orchidaceae
Parnassia foliosa	species	Celastraceae
Trigomphus interruptus	species	Gomphidae
Poa nemoralis	species	Poaceae
Pternopetalum cardiocarpum	species	Apiaceae
Dipcadi serotinum	species	Hyacinthaceae
Ophiocordyceps pruinosa	species	Ophiocordycipitaceae
Archilejeunea auberiana	species	Lejeuneaceae
Caragana bongardiana	species	Fabaceae
Thermoascus crustaceus	species	Thermoascaceae
Acacia oncinocarpa	species	Fabaceae
Arytera neoebudensis	species	Sapindaceae
Russula pseudocarmesina	species	Russulaceae
Semenovia heterodonta	species	Apiaceae
Montanoa revealii	species	Asteraceae
Mycedium elephantotus	species	Merulinidae
Ponerorchis sp. 1 ST-1382	species	Orchidaceae
Limacella sp. 'sp-L-UT01'	species	Amanitaceae
Cryptococcus sp. VTTC 04546	species	Trichosporonaceae
Bionia pedicellata	species	Fabaceae
Almutaster pauciflorus	species	Asteraceae
Erysiphe hypophylla	species	Erysiphaceae
Penicillium swiecickii	species	Aspergillaceae
Venturiaceae sp. BN-Lon33-3	species	Venturiaceae
Fagonia acerosa	species	Zygophyllaceae
Phellodon	genus	Bankeraceae
Thalictrum saniculiforme	species	Ranunculaceae
Jacobaea maritima	species	Asteraceae
Amanita ristichii	species	Amanitaceae
Russula gracilis	species	Russulaceae
Zyxomma petiolatum	species	Libellulidae
Tolumnia compressicaulis	species	Orchidaceae
Stylodon carneus	species	Verbenaceae
Cladosporium sp. MA 4618	species	Cladosporiaceae
Cytaeis sp. MAN-2015	species	Cytaeididae
Clavariopsis aquatica	species	Halosphaeriaceae
Graphium laricis	species	Graphiaceae
Helicoverpa armigera	species	Noctuidae
Ilyonectria liliigena	species	Nectriaceae
Spirastrellidae	family	Spirastrellidae
Draba lichiangensis	species	Brassicaceae
Celmisia	genus	Asteraceae
Monacrosporium psychrophilum	species	Orbiliaceae
Caloplaca raesaenenii	species	Teloschistaceae
Arabis verna	species	Brassicaceae
Daedaleopsis tricolor	species	Coriolaceae
Hemsleya panlongqi	species	Cucurbitaceae
Chaetocladium jonesii	species	Chaetocladiaceae
Triniochloa stipoides	species	Poaceae
Pedinophyllopsis	genus	Plagiochilaceae
Disa bodkinii	species	Orchidaceae
Gliocephalotrichum bulbilium	species	Nectriaceae
Oenanthe divaricata	species	Apiaceae
Trichoderma cerebriforme	species	Hypocreaceae
Liposcelis paeta	species	Liposcelidae
Aplysina archeri	species	Aplysinidae
Palamocladium	genus	Brachytheciaceae
Strigeidae	family	Strigeidae
Salvinia oblongifolia	species	Salviniaceae
Thymus dahuricus	species	Lamiaceae
Renicola	genus	Renicolidae
Panus	genus	Lentinaceae
Cortinarius cf. iliopodius	species	Cortinariaceae
Alloglossidium geminum	species	Alloglossidiidae
Myrcia microphylla	species	Myrtaceae
Limnosciadium pumilum	species	Apiaceae
Veronica leiophylla	species	Plantaginaceae
Rossioglossum insleayi	species	Orchidaceae
Myrsine myrtillina	species	Primulaceae
Taenia saginata	species	Taeniidae
Sechium hintonii	species	Cucurbitaceae
Capitimitta sp. EEP-2013	species	Haploporidae
Crepidotus malachius	species	Crepidotaceae
Hesperolinon clevelandii	species	Linaceae
Pteris	genus	Pteridaceae
Houttuynia	genus	Saururaceae
Eucalyptus leptophylla	species	Myrtaceae
Globodera capensis	species	Heteroderidae
Warmingia	genus	Orchidaceae
Pteria	genus	Pteriidae
Cochliobolus heveicola	species	Pleosporaceae
Tolypocladium	genus	Ophiocordycipitaceae
Hendersonia	genus	Pleosporaceae
Acaulospora sp. TC-2016b	species	Acaulosporaceae
Arctium lappaceum	species	Asteraceae
Muhlenbergia decumbens	species	Poaceae
Rhizopogonaceae	family	Rhizopogonaceae
Cheilolejeunea krakakammae	species	Lejeuneaceae
Hypena sp. 5 XH-2014	species	Erebidae
Tuber rapaeodorum	species	Tuberaceae
Syngonanthus	genus	Eriocaulaceae
Calocybe gambosa	species	Lyophyllaceae
Scheffersomyces segobiensis	species	Debaryomycetaceae
Boehmeria densiglomerata	species	Urticaceae
Salix alba	species	Salicaceae
Erato polymnioides	species	Asteraceae
Cordulegaster princeps	species	Cordulegastridae
Cercospora cf. citrulina CPC 12683	species	Mycosphaerellaceae
Rainiera stricta	species	Asteraceae
Phialophora americana	species	Herpotrichiellaceae
Aspergillus rambellii	species	Aspergillaceae
Nephradenia acerosa	species	Apocynaceae
Subanguina radicicola	species	Anguinidae
Nicrophorus hybridus	species	Silphidae
Neofusicoccum luteum	species	Botryosphaeriaceae
Campanula justiniana	species	Campanulaceae
Dithyrostegia	genus	Asteraceae
Cortinarius violaceonitens	species	Cortinariaceae
Lulworthiaceae	family	Lulworthiaceae
Lindbergia patentifolia	species	Leskeaceae
Inocybe sp. AU49	species	Inocybaceae
Cladonia	genus	Cladoniaceae
Inocybe sp. AU44	species	Inocybaceae
Mercenaria mercenaria	species	Veneridae
Inocybe sp. AU40	species	Inocybaceae
Codonopsis	genus	Campanulaceae
Inocybe sp. AU42	species	Inocybaceae
Oxalis articulata	species	Oxalidaceae
Ormosciadium	genus	Apiaceae
Camptandra	genus	Zingiberaceae
Mesembryanthemum archeri	species	Aizoaceae
Aschersoniodoxa	genus	Brassicaceae
Iheringascaris	genus	Raphidascarididae
Hesperomannia lydgatei	species	Asteraceae
Dittrichia viscosa	species	Asteraceae
Sagittaria montevidensis	species	Alismataceae
Isactinernus quadrilobatus	species	Actinernidae
Salacca rupicola	species	Arecaceae
Chionochloa	genus	Poaceae
Steinernema surkhetense	species	Steinernematidae
Rozea	genus	Leskeaceae
Quercus lobata	species	Fagaceae
Platanthera stenophylla	species	Orchidaceae
Oxalis tenuifolia	species	Oxalidaceae
Lecythophora sp. S-9	species	Coniochaetaceae
Palythoa sp. TF20	species	Sphenopidae
Bipolaris victoriae	species	Pleosporaceae
Navarretia subuligera	species	Polemoniaceae
Solanaceae	family	Solanaceae
Hamigera paravellanea	species	Aspergillaceae
Lecanorchis	genus	Orchidaceae
Melaleuca armillaris	species	Myrtaceae
Meliosma palaciosii	species	Sabiaceae
Fungiacyathus sp. Ilan CAC-2004	species	Fungiacyathidae
Ruellia salviifolia	species	Acanthaceae
Sarcodon scabrosus	species	Thelephoraceae
Synura asmundiae	species	Mallomonadaceae
Vorticella sp. 18 PS-2013	species	Vorticellidae
Razafimandimbisonia minor	species	Rubiaceae
Penicillium ochrochloron	species	Aspergillaceae
Radopholus bridgei	species	Pratylenchidae
Litosaccus brisbanensis	species	Haploporidae
Oenothera xylocarpa	species	Onagraceae
Diaporthe rhusicola	species	Diaporthaceae
Dinebra scabra	species	Poaceae
Termitomyces sp. BAB-5183	species	Lyophyllaceae
Acanthopleura gaimardi	species	Chitonidae
Nematanthus lanceolatus	species	Gesneriaceae
Jurinea	genus	Asteraceae
Oxalis caerulea	species	Oxalidaceae
Tetraselmis apiculata	species	Chlorodendraceae
Lepyrodon tomentosus	species	Lepyrodontaceae
Maihueniopsis	genus	Cactaceae
Avena prostrata	species	Poaceae
Mosdenia	genus	Poaceae
Pycnandra bourailensis	species	Sapotaceae
Melampsora sp. TSH-R7550	species	Melampsoraceae
Toechima tenax	species	Sapindaceae
Muscodor sp. CA-01	species	Xylariaceae
Stanleya	genus	Brassicaceae
Cladosporium sp. 3 SDM-2014	species	Cladosporiaceae
Leptosphaeria proteicola	species	Leptosphaeriaceae
Cryptococcus sp. 1 AM07	species	Trichosporonaceae
Fusarium avenaceum	species	Nectriaceae
Aglaophenia sinuosa	species	Aglaopheniidae
Brachionus plicatilis complex sp. OHJ4new	species	Brachionidae
Micractinium sp. ehime	species	Chlorellaceae
Ctenomyces	genus	Arthrodermataceae
Maxillaria tonduzii	species	Orchidaceae
Oxalis aurea	species	Oxalidaceae
Spongospora subterranea	species	Plasmodiophoridae
Stagonospora cf. paludosa CBS 130005	species	Massarinaceae
Daucus pumilus	species	Apiaceae
Pachypodium horombense	species	Apocynaceae
Antherospora hortensis	species	Floromycetaceae
Dociostaurus	genus	Acrididae
Plagiochila retrospectans	species	Plagiochilaceae
Triaenonychidae	family	Triaenonychidae
Colletotrichum sp. SOLS-OS012	species	Glomerellaceae
Campanula pendula	species	Campanulaceae
Erechtites	genus	Asteraceae
Melocanna baccifera	species	Poaceae
Aphanoascus durus	species	Onygenaceae
Carcinomycetaceae	family	Carcinomycetaceae
Zygosaccharomyces pseudorouxii	species	Saccharomycetaceae
Arthrothamnus	genus	Laminariaceae
Pterostemma	genus	Orchidaceae
Inocybe vulpinella	species	Inocybaceae
Amanita sp. T27	species	Amanitaceae
Cudonia sp. 11 ZWG-2013	species	Cudoniaceae
Parnassia venusta	species	Celastraceae
Platycnemis dealbata	species	Platycnemididae
Musa hybrid cultivar	species	Musaceae
Costariaceae	family	Costariaceae
Alternaria proteae	species	Pleosporaceae
Terminalia myriocarpa	species	Combretaceae
Gomphostemma	genus	Lamiaceae
Balanophyllia regia	species	Dendrophylliidae
Brasiliomyces malachrae	species	Erysiphaceae
Corollospora angusta	species	Halosphaeriaceae
Quercus floribunda	species	Fagaceae
Sutera revoluta	species	Scrophulariaceae
Nicandra	genus	Solanaceae
California macrophylla	species	Geraniaceae
Limacella glioderma	species	Amanitaceae
Hemisturmia sp. tenuipalpisDHJ03	species	Tachinidae
Hemisturmia sp. tenuipalpisDHJ02	species	Tachinidae
Thalictrum arkansanum	species	Ranunculaceae
Erysiphe sp. SL	species	Erysiphaceae
Limacella sp. 'sp-OR01'	species	Amanitaceae
Parateratosphaeria bellula	species	Teratosphaeriaceae
Biancaea	genus	Fabaceae
Gaeumannomyces	genus	Magnaporthaceae
Chrysanthemum lavandulifolium	species	Asteraceae
Phomopsis sp. FH-2012a	species	Valsaceae
Hypomyces cervinigenus	species	Hypocreaceae
Paphiopedilum haynaldianum	species	Orchidaceae
Acianthera crinita	species	Orchidaceae
Gomesa truncata	species	Orchidaceae
Epioblasma torulosa	species	Unionidae
Ophiocaryon maguirei	species	Sabiaceae
Crotalaria fysonii	species	Fabaceae
Synchytrium papillatum	species	Synchytriaceae
Hemipilia sp. Jin XH 9090	species	Orchidaceae
Brevoortia	genus	Clupeidae
Gymnopogon ambiguus	species	Poaceae
Alphamyces	genus	Alphamycetaceae
Gracilaria sp. Buzios	species	Gracilariaceae
Sphagnum centrale	species	Sphagnaceae
Lepidium	genus	Brassicaceae
Ephydatia muelleri	species	Spongillidae
Calceolaria lavandulifolia	species	Calceolariaceae
Polyporus brumalis	species	Polyporaceae
Elsinoe erythrinae	species	Elsinoaceae
Tulipa clusiana	species	Liliaceae
Leishmania major	species	Trypanosomatidae
Mussaenda breviloba	species	Rubiaceae
Mucor fragilis	species	Mucoraceae
Acacia adsurgens	species	Fabaceae
Syzygium unipunctatum	species	Myrtaceae
Apios carnea	species	Fabaceae
Chrysopogon zeylanicus	species	Poaceae
Hydnellum piperatum	species	Thelephoraceae
Boletus reticulatus	species	Boletaceae
Sporothrix pallida	species	Ophiostomataceae
Bryonia alba	species	Cucurbitaceae
Forsstroemia japonica	species	Leptodontaceae
Phomopsis vexans	species	Valsaceae
Pseudosalacia streyi	species	Celastraceae
Pycnandra chartacea	species	Sapotaceae
Favia lizardensis	species	Mussidae
Gymnopus sp. H21	species	Omphalotaceae
Cercospora conyzae-canadensis	species	Mycosphaerellaceae
Carum multiflorum	species	Apiaceae
Pseudoarmillariella bacillaris	species	Tricholomataceae
Lilium henricii	species	Liliaceae
Phyllopodium dolomiticum	species	Scrophulariaceae
Venturia maculiformis	species	Venturiaceae
Ganoderma lingzhi	species	Ganodermataceae
Ornithogalum candicans	species	Hyacinthaceae
Pentas zanzibarica	species	Rubiaceae
Billburttia vaginoides	species	Apiaceae
Monelytrum	genus	Poaceae
Umbelopsis sp. YNW-2015	species	Umbelopsidaceae
Paepalanthus acantholimon	species	Eriocaulaceae
Reichardia intermedia	species	Asteraceae
Tilletia savilei	species	Tilletiaceae
Cortinarius vernicosus	species	Cortinariaceae
Phlebia nothofagi	species	Meruliaceae
Trichoderma mienum	species	Hypocreaceae
Crithopsis delileana	species	Poaceae
Gliocladiopsis	genus	Nectriaceae
Villarsia congestiflora	species	Menyanthaceae
Thelohania	genus	Thelohaniidae
Eragrostis pilosa	species	Poaceae
Maxillaria sp. DLS 408	species	Orchidaceae
Boletus aff. reticulatus PDD 96040	species	Boletaceae
Sporobolus pyramidatus	species	Poaceae
Jovellana violacea	species	Calceolariaceae
Archineura incarnata	species	Calopterygidae
Calanoides carinatus	species	Calanidae
Alnus cordata	species	Betulaceae
Diaporthe arctii	species	Diaporthaceae
Phyllodistomum inecoli	species	Gorgoderidae
Penicillium spinulosum	species	Aspergillaceae
Psidium guajava	species	Myrtaceae
Lactarius cyanescens	species	Russulaceae
Sphagnum angermanicum	species	Sphagnaceae
Tolypocladium album	species	Ophiocordycipitaceae
Cynodon maritimus	species	Poaceae
Plocamium cartilagineum	species	Plocamiaceae
Cortinarius iringa	species	Cortinariaceae
Carlina sicula	species	Asteraceae
Oenothera anomala	species	Onagraceae
Eucalyptus smithii	species	Myrtaceae
Melanelixia subargentifera	species	Parmeliaceae
Croton choristadenius	species	Euphorbiaceae
Allium taeniopetalum	species	Amaryllidaceae
Cetraspora	genus	Gigasporaceae
Murraya koenigii	species	Rutaceae
Encephalitozoon	genus	Unikaryonidae
Cystobasidium psychroaquaticum	species	Cystobasidiaceae
Veronica pulvinaris	species	Plantaginaceae
Maxillaria grayi	species	Orchidaceae
Malus transitoria	species	Rosaceae
Salaciopsis longistyla	species	Celastraceae
Lactarius vietus	species	Russulaceae
Echinochloa obtusiflora	species	Poaceae
Nephroma sulcatum	species	Nephromataceae
Dinckleria	genus	Plagiochilaceae
Thesium foliosum	species	Thesiaceae
Masdevallia kuhniorum	species	Orchidaceae
Ononis mitissima	species	Fabaceae
Rhodalsine	genus	Caryophyllaceae
Cyananthus sherriffii	species	Campanulaceae
Acianthera pubescens	species	Orchidaceae
Calonectria ecuadoriae	species	Nectriaceae
Gonatocerus uat	species	Mymaridae
Puccinellia phryganodes	species	Poaceae
Croton sp. Diaz Camilo 6567	species	Euphorbiaceae
Erysimum penyalarense	species	Brassicaceae
Squalius cephalus	species	Cyprinidae
Gynochthodes candollei	species	Rubiaceae
Hydrogonium consanguineum	species	Pottiaceae
Neosetophoma samarorum	species	Phaeosphaeriaceae
Myrcia sp. 12 VGS-2015	species	Myrtaceae
Hornstedtia hainanensis	species	Zingiberaceae
Sarcoporia	genus	Coriolaceae
Cistus monspeliensis	species	Cistaceae
Poa fendleriana	species	Poaceae
Miconia dodecandra	species	Melastomataceae
Brayopsis monimocalyx	species	Brassicaceae
Inocybe emergens	species	Inocybaceae
Oxalis versicolor	species	Oxalidaceae
Aster spathulifolius	species	Asteraceae
Pteryxia petraea	species	Apiaceae
Phelipanche cf. nana GMS-2008	species	Orobanchaceae
Trichoderma sp. IMI 206039	species	Hypocreaceae
Galium	genus	Rubiaceae
Canavalia vitiensis	species	Fabaceae
Silene jenisseensis	species	Caryophyllaceae
Hamigera terricola	species	Aspergillaceae
Maxillaria jenischiana	species	Orchidaceae
Lagerstroemia indica	species	Lythraceae
Hookerochloa eriopoda	species	Poaceae
Verrucula arnoldaria	species	Verrucariaceae
Dendronephthya sp. 1201970	species	Nephtheidae
Metarhizium sp. V269	species	Clavicipitaceae
Dendronephthya sp. 1201972	species	Nephtheidae
Pogonatherum	genus	Poaceae
Allium cernuum	species	Amaryllidaceae
Rhynchophora	genus	Malpighiaceae
Aphelenchoides bicaudatus	species	Aphelenchoididae
Oxalis glabra	species	Oxalidaceae
Erodium antariense	species	Geraniaceae
Coelogyne nitida	species	Orchidaceae
Spathularia sp. Z. L. Yang 5080	species	Cudoniaceae
Claroideoglomus walkeri	species	Claroideoglomeraceae
Ostreopsis cf. siamensis Dn172EHU	species	Ostreopsidaceae
Sechiopsis tetraptera	species	Cucurbitaceae
Capnophyllum leiocarpon	species	Apiaceae
Lejeunea lumbricoides	species	Lejeuneaceae
Maxillaria guadalupensis	species	Orchidaceae
Stylonychia lemnae	species	Oxytrichidae
Rhabdoweisiaceae	family	Rhabdoweisiaceae
Lejeunea bermudiana	species	Lejeuneaceae
Bambusicolaceae	family	Bambusicolaceae
Geastrum parvistriatum	species	Geastraceae
Imbira	genus	Geoplanidae
Sisyrinchium	genus	Iridaceae
Rhodiola rhodantha	species	Crassulaceae
Acacia asperulacea	species	Fabaceae
Dendrobium friedericksianum	species	Orchidaceae
Peristylus	genus	Orchidaceae
Chorizanthe	genus	Polygonaceae
Suberitidae	family	Suberitidae
Pseudocercospora rhabdothamni	species	Mycosphaerellaceae
Struvea elegans	species	Siphonocladaceae
Halocrusticida parasitica	species	Haliphthoraceae
Paraurostyla viridis	species	Amphisiellidae
